eID,eName,jurisdictionID
200116458,TORRID LAND & SEA CORPORATION,KNA
85024278,LINA'S CONSTRUCTION & SERVICES,AW
200516479,"JYLJ Management Ventures, LLC",KNA
55015873,SUPERB SHIPPING LIMITED,MLT
30001300,WORLD WIDE HELICOPTERS LIMITED,BHS
82012289,Argus - Conning Bermuda Limited,BMU
200142040,FORVENTI INC.,KNA
85015665,PELIKAAN INTERNATIONAL A.V.V.,AW
85026117,INSTANT ARCHITECT & CONSULTANCY SERVICES (SVS) N.V.,AW
100301650,RENTOKIL INITIAL (BARBADOS) LIMITED,BRB
85010908,ALBANY A.V.V.,AW
200106427,CONCISE FINANCIAL SERVICES LIMITED,KNA
55006977,MIFSUD AUTOMOBILES LIMITED,MLT
82013112,Archibaud Fund,CYM
100326987,THEA'S (BARBADOS) LTD.,BRB
200130321,Kestrel Holdings Inc.,KNA
85033530,DEL CONSTRUCTION,AW
85000358,DE ARUBAANSE COURANT,AW
55070968,MEGA MUSIC CENTRE HOLDING CO LTD,MLT
55033873,KRUPTO LIMITED,MLT
85044040,ADCTRA- GRAPHIC DESIGN ILLUSTRATIONS ETC.,AW
200512637,Paramount International Advisors LLC,KNA
55081274,KALIBUR MANAGEMENT LTD,MLT
85041991,PANADERIA Y PASTELERIA RICO PAN,AW
200800664,FANCY CAT TRUST,KNA
55013278,MIZZI GROUP LIMITED,MLT
200100898,BONNY SALES INTERNATIONAL LIMITED,KNA
200128822,Waterfall Group Inc.,KNA
82005227,Beaumont Capital Management (Bermuda) Limited,BMU
200146693,LEOTTO CORPORATION,KNA
200105131,EQUITY TRUST LIMITED,KNA
200505325,NT INTERNATIONAL TECHNOLOGIES LLC,KNA
101512458,DUPONT PHOTOMASKS FOREIGN SALES CORPORATION,BRB
55019220,TUMAS INVESTMENTS P.L.C.,MLT
55044162,SCHRANZ PROJECTS LTD,MLT
100320503,SIXTY-FOUR OCEAN CITY LIMITED,BRB
200145058,"HBM Trustees (Nevis), Ltd.",KNA
55061071,FAIR HALLS HOLDINGS LIMITED,MLT
200113675,ALPINE ASSET MANAGEMENT INC.,KNA
55003748,STRAND MARINE & AUTO SYSTEMS LIMITED,MLT
30010818,ASTWOOD INVESTMENT & DEVELOPMENT COMPANY (BAHAMAS) LIMITED,BHS
85035371,FOUR SEASONS PEST CONTROL,AW
100339412,JH TELECOMMUNICATIONS INC.,BRB
55040848,TECADRIATIC LIMITED,MLT
55062643,FITNESS & HEALTH CENTRE LIMITED,MLT
30001922,STONEYGATE LIMITED,BHS
200142228,MSF VEN INVESTMENTS LTD,KNA
55024211,ER-PETRO LTD,MLT
55035789,SFM CAPITAL CO. LTD.,MLT
200104323,SANDPIPER LIFE LIMITED,KNA
55079151,TAORMINA CATERING LIMITED,MLT
85038470,STICHTING FUNDACION ORACION RIBA E BARANCA,AW
82000179,Pittstown Properties Limited,BMU
55038003,GOLDEN ANCHOR LTD ( D 1677 ),MLT
200109742,777 INC.,KNA
200146263,Space Solutions Ltd.,KNA
200516321,"Jaspa Investments, LLC",KNA
55004486,GWEJDA LIMITED,MLT
55009372,TABONE INSTALLATIONS LTD.,MLT
65000515,MET INVESTMENTS LIMITED,WSM
82025237,Asset Guaranteed Limited,BMU
55017587,MONDO MEDIA LIMITED,MLT
85046671,TURN AROUND MANAGEMENT SOLUTIONS VBA,AW
85020951,MARBEL BELEGGINGSFONDS A.V.V.,AW
55067185,KV PROPERTIES LIMITED,MLT
100339785,PBHC HOLISTIC THERAPIES INC.,BRB
55063699,BASE -BUY AND SELLING BOAT LTD.,MLT
55062591,MEDTRADE LTD ( D 4990 ),MLT
85042845,DIYA TRADING N.V.,AW
55014390,CHRISTA YACHTS LIMITED,MLT
85027380,STEFFY BOUTIQUE,AW
30176102,LONTRONFIN INVESTMENTS LIMITED,BHS
55003304,DANUBE EXPRESS SHIPPING CO LTD,MLT
101736094,MESA ENTERPRISES LTD.,BRB
55072193,REGENT BRIDGE ASSETS LIMITED,MLT
100301820,MARESOL BEACH HOTEL LIMITED,BRB
82001803,Samson Paper Holdings Limited,BMU
55011709,I.E.D. LTD,MLT
55085222,PORTELLI BROTHERS.,MLT
85040573,ISTANBUL DONER ANGEL N.V.,AW
101726266,CENTURIA INC.,BRB
30017081,ROPAR INVESTMENTS LIMITED,BHS
200147534,VIC-VIC GROUP CORP.,KNA
82005586,Transglobe Purpose Trust,BMU
100302543,GREENIDGE & CLARKE COMPANY LIMITED,BRB
30010695,KEYSTONE FUNDS OF AMERICA LIMITED,BHS
55068393,MOSTA HOLDING LTD.,MLT
55029794,WESTCOAST FILM PRODUCTIONS LIMITED,MLT
200146089,Solvata Business Solutions Corp,KNA
200803815,THE SPRUENGLI TRUST,KNA
100337056,LATITUDE 13POINT1 INC.,BRB
100324333,WOODBOURNE PROPERTY INC,BRB
85008169,NEONTECH,AW
200108180,A.L.M. INC.,KNA
55036258,P. P. A. C. LTD,MLT
85001513,AGENCIA POPULAR,AW
200144288,Rocket Assets Ltd,KNA
82020856,Adirondack Park CLO Ltd.,CYM
100336915,PERSONAL BODY HEALTHCARE CLINIC AND SCHOOL OF HOLISTIC THERAPIES INC.,BRB
200116205,NEGOTIA INC.,KNA
85015947,MARIA INVESTMENT CORPORATION N.V.,AW
200512798,"New Cloud International, LLC",KNA
200104853,CAPITAL ADVISORY PROGRAMS LIMITED,KNA
200114561,CNS INVESTMENT COMPANY LTD.,KNA
200145627,ROSA FARMS INC.,KNA
200101817,21ST CENTURY INVESTMENTS INC.,KNA
200500874,TOMORROW'S ENTERTAINMENT LLC,KNA
101709081,ARK INTERACTIVE WORLDWIDE INC.,BRB
200106530,EMERALD PROPERTIES LTD.,KNA
85038350,RELIANT ARUBA CONSTRUCTION & MECHANICAL SERVICES N.V.,AW
85027179,SCHOONMAAKBEDRIJF LAURENZO,AW
55037641,BRIDGE CAPITAL LIMITED,MLT
101722124,TRAP FISHING LTD.,BRB
200107823,HERITAGE INVESTMENTS LIMITED,KNA
85046334,FAIR ADMINISTRATIVE SERVICES,AW
55022897,VARIANT COMPANY LIMITED,MLT
55045721,KNVB Group Limited,MLT
200119779,WARREN ENTERPRISES INC.,KNA
101732832,DFC (INVESTMENTS) CORPORATION,BRB
55006507,ARMIN STAR SHIPPING CO LTD,MLT
200121654,PARAGONA INCORPORATED,KNA
55001940,STALWART ENTERPRISES LIMITED,MLT
85029756,ARUBA RACING EXPERIENCE,AW
82011563,INTERTRAVEL CORPORATION,CYM
200103388,DORCHESTER DEVELOPMENT CORPORATION,KNA
55045900,DesignLeech Co Limited,MLT
82014751,RESIMAC Bermuda Limited,BMU
200135881,BIG BLUE INTERNATIONAL CO.,KNA
200106719,KINTYRE TRADING INC.,KNA
100303285,WASON LAND SURVEYORS LIMITED,BRB
200800626,THE INCREASE TRUST,KNA
55038144,BEDERS YACHT LEASING LIMITED,MLT
85020205,IBC EXPRESS N.V.,AW
55009093,JOHN ABELA LIMITED,MLT
55059767,HERRERA MANAGEMENT LIMITED,MLT
85004854,ED'S KIOSKO,AW
82006512,Gold Leaf Enterprises Holdings Ltd.,VGB
55022912,MEDORE INTERNATIONAL LIMITED,MLT
55083998,UNIVERSAL SPARES,MLT
85014973,QUEENLY FUND A.V.V.,AW
55052726,LANAPOULE LIMITED,MLT
85000286,MARCHENA MORON & CO (PALAIS ROYAL),AW
82013566,Larchwood Trust,CYM
55036024,THINK TWICE COMPANY LIMITED,MLT
55030828,TJ INVESTMENT LIMITED,MLT
30016990,OVERSEAS ADVISORS LIMITED,BHS
55080464,RANIOLO LIMITED,MLT
85006229,CARIBE OIL FILTER ARUBA,AW
200123962,"TRIAD REINSURANCE, LTD.",KNA
55041505,FLYING ENTREPRENEURS LIMITED,MLT
55085752,ANASTASI (1876) BROS.,MLT
200118393,"TREVOR LEVINE INVESTMENTS, LTD.",KNA
85022235,WEST INDIES FINANCE N.V. (I.L.),AW
85019952,SOROCCO A.V.V.,AW
55037632,PSL Enterprises Limited,MLT
30017902,FLORIDA PORTLAND CEMENT CO.,BHS
200111400,MPACT IMMEDIA TRANSACTION SERVICES LTD.,KNA
101705046,EXPORTS INVESTMENTS CORPORATION,BRB
200136491,Paxar International Corp,KNA
55030911,DMAX & ASSOCIATES LIMITED,MLT
101736340,STRENGTHWORKS INTERNATIONAL PUBLISHING INC.,BRB
100617917,"ASPECT TELECOMMUNICATIONS TECHNOLOGY, LTD.",BRB
30018447,NATIONAL LAUNDROMAT LIMITED,BHS
101739857,VALENCIA BUSINESS GROUP CORP.,BRB
55055514,ENERGIA CM INTERNATIONAL LIMITED,MLT
85006276,TURIBANA MINI MARKET,AW
55043200,L8 Limited,MLT
200100915,JOVAN CORPORATION INC,KNA
85019816,CYBERLUCK A.V.V.,AW
200114922,TASMIN INTERNATIONAL INC.,KNA
200114810,WORLD CLASS PIONEERS LTD,KNA
200114872,GRAPHICS COMMUNICATIONS LIMITED,KNA
85033591,HILANT SEASIDE N.V.,AW
85018820,PAMPERED PIRATE N.V. - HOT LOOK-HOLIDAY INN,AW
55015345,EUROPEAN MARITIME SERVICE LIMITED,MLT
55069511,QUINTIAN PHARMA LIMITED,MLT
55069627,ZENON LEASING LTD,MLT
55070527,A.B. EUROPE LTD,MLT
100621841,PELICAN INVESTMENT INTERNATIONAL CORPORATION,BRB
85010827,I.T. TREASURY SERVICES A.V.V.,AW
55034380,PAUL DEBONO (JEWELLERS) LIMITED,MLT
65000929,ACHIEVE SAMOA LIMITED,WSM
85039590,"WENG KEE BAR, RESTAURANT & FOOD MART N.V. - WENG KEE SUPERMARKET",AW
55044419,INTERACTIVE GLOBAL SERVICES LIMITED,MLT
101708236,BELLAVISTA HOLDING CORP.,BRB
30021507,ISLAND ESSENCES (BAHAMAS) LIMITED,BHS
100337478,INTERACT WITH US INC.,BRB
100302615,ROSEBANK COMPANY LIMITED,BRB
85048156,ZULAY APPARTMENT,AW
65001106,DELTA ENTERPRISES CO. LTD,WSM
55021450,MARINETRADE NAVIGATION LTD,MLT
200112061,CITI BUSINESS CORP.,KNA
101827235,WOMEN OF WORTH (W.O.W.) INC.,BRB
100322292,ENTERPRISE CLOSE INC.,BRB
85034331,TRENDY TRADE REALTORS N.V.,AW
200510266,"HHB Limited, LLC",KNA
55012045,CROW LIMITED,MLT
200143211,OSS LINES INC,KNA
30009887,HANWILL COMPANY LIMITED,BHS
85039868,TRIPLE-X HOLDING N.V.,AW
30000658,T. P. C. MARIE LIMITED,BHS
85030411,QUEZADA CONSTRUCTION,AW
200120736,OVERTURE INTERNATIONAL INC.,KNA
100312844,CIRCUIT CITY INC.,BRB
200515583,Georgetown Missions LLC,KNA
200504916,"DELOS CAPITAL GROWTH, LLC",KNA
55073024,MERMAID WATERS HOLDING LTD,MLT
100321792,CORSONS PUBLICATIONS INC.,BRB
55028601,Gold Consultancy Services Limited,MLT
200109848,CORPORATE SERVICES GROUP INC.,KNA
55074769,BLUEMAY ENTERPRISES LIMITED,MLT
55012503,HIGHRIDGE INVESTMENTS LTD.,MLT
200146282,BOTICELLO INVESTMENTS LTD.,KNA
100319407,ROSALIE MANAGEMENT LTD.,BRB
85041221,STICHTING COMISION DE VUYST,AW
100319111,IDENTITY DESIGN INC.,BRB
82021287,Riverstone International Limited,CYM
82024694,"Obsidian Holding Co., Ltd.",CYM
85016076,BRIMA HOLDINGS N.V. - SEA & TEA OCCIDENTAL,AW
55065531,MAVEGA S&P LIMITED,MLT
100322934,DHEEROHIT INC,BRB
55048396,BG SOFT LIMITED,MLT
200100088,PENUMBRA LTD,KNA
55070932,TELLANDO LIMITED,MLT
85003164,CASIBARI COFFEE & SOUVENIRSHOP,AW
200111653,SHAN-GRAND CORPORATION,KNA
200121624,"COMERCIAL L.T. BARODA, NEVIS, INC.",KNA
82008208,Mapleridge Equity Long Short Fund Limited,BMU
100700035,IGNATIUS BYER PRIMARY,BRB
200132931,SIMBOTTA INDUSTRIES LTD.,KNA
82019878,Sit Offshore Custom Alpha Fund SPC,CYM
82023448,Securis Re I Ltd.,BMU
55064781,PROPERTIES INVESTMENT CLUB PIC LIMITED,MLT
55035281,LUCIUS FINANCE (MALTA) LIMITED,MLT
55034850,AQUAMARINE NAVIGATION LTD,MLT
200119811,ASB CARGO S.A.,KNA
85037346,TEN SING ENTERPRISES N.V.,AW
85015966,RONCADO MANAGEMENT & DEVELOPMENT N.V.,AW
55024689,KURT INTERNATIONAL TRADING LIMITED,MLT
55044268,H. VASSALLO LIMITED,MLT
200136440,Windom Trading Corp,KNA
200800412,WILANA TRUST,KNA
55060298,VENTURESCAPE LTD,MLT
82019299,ZZZ-OAK SPRINGS TRUST,CYM
82006274,COSL Power Ltd.,BMU
100340161,ORIGN CONCEPTS INC.,BRB
85007513,HOORI FREEZONE N.V.,AW
30011965,BAMBOO HOLDING LIMITED,BHS
101733780,MOORE PROPERTY LTD.,BRB
55050069,JOJOE COMPANY LIMITED,MLT
55045773,T & T M C Limited,MLT
30022109,SILVART LIMITED,BHS
82012118,"SPANG CM, Ltd.",CYM
200101838,JONATHAN BENJAMIN HOLDINGS INC.,KNA
55064424,JACOB 2 LTD,MLT
85033189,FOUR SEAS BAR & RESTAURANT,AW
55036549,BURLEIGH LIMITED,MLT
101514763,"CCD ONLINE (BARBADOS) SYSTEMS, INC.",BRB
85004779,LA ROMANA ARUBA,AW
200138398,CAPEVILLE MANAGEMENT INC.,KNA
100303261,CONTEMPRA SHADES LIMITED,BRB
200502790,AB ASSOCIATES LLC,KNA
85033611,GROSS FASHION,AW
101740361,8-FINITY (BARBADOS) INC.,BRB
100340828,CASA DE LUZ INVESTMENT INC.,BRB
55002594,J.R. COMPANY LIMITED,MLT
55013974,INTEGRITAS TRUSTEES LTD,MLT
200145823,"SDL COMPANY, LTD.",KNA
100627926,AIDMELSSIA HOLDINGS LTD.,BRB
82003174,Mid-Atlantic Crossing Ltd.,BMU
82019300,ZZZ-NEKO YANAGI TRUST,CYM
200100226,SYSTEMS CONSULTING INTERNATIONAL LTD.,KNA
85014090,HOLIN I HOLDINGS A.V.V.,AW
100317680,MASTER MACHINE INC.,BRB
55058517,UNICA MARINE LIMITED,MLT
85021275,Y & M ELEGANCE NV,AW
100316288,BITWISE INC,BRB
200510027,"RAQUEL AND RUDY T.Y.G., LLC",KNA
55073915,PYRAMIS SHIPPING LTD,MLT
85038037,CONCEPTO M N.V. - GUESS ACCESSORIES,AW
55048035,SVL MARITIME E LIMITED,MLT
82021254,"Riverstone REL Holdings, Ltd.",CYM
200121483,ANNAPURNA INVESTMENTS LIMITED,KNA
200117914,ESTATE TRUST SERVICES INC.,KNA
100333722,DHARMA HOLDINGS INC.,BRB
85036849,B-TRENDY PLUS BOUTIQUE AND BEAUTY PARLOR,AW
200803848,THE CHATZKY INTERNATIONAL TRUST,KNA
101509962,"JAWADI HOLDINGS FSC, LTD.",BRB
200146090,Meraldo Enterprises Ltd,KNA
85034570,ELEGANT NAILS,AW
85044647,SHOCO AWARDS FOUNDATION,AW
55029868,CALIBRI LTD ( D 1556 ),MLT
200105892,EXEL LTD.,KNA
200145139,LA QUINTA MANAGEMENT LTD.,KNA
200104535,"UNITED NATIONAL LIFE INSURANCE, LTD",KNA
200517046,GLOBAL STRATEGIES SOLUTIONS LLC,KNA
55039392,DANIEL PETRILIA LIMITED,MLT
85039647,CARPE DIEM,AW
30015975,ROTHSCHILD AND SONS (BAHAMAS) LTD,BHS
55020268,EUROINCOM LIMITED,MLT
82017755,Tendencia Wealth Management Ltd.,CYM
30016601,TRANSSHORE DRILLING COMPANY LIMITED,BHS
55054769,GUNSTRO HOLDINGS CO. LTD,MLT
30000628,LAND INVESTMENT COMPANY LIMITED,BHS
85035720,ZABS TRADING N.V.,AW
55062137,STANDARD HEALTH COMPANY LTD,MLT
55010520,FRENCHIE`S FASHIONS LTD,MLT
200101699,NASHVILLE ENTERPRISES INC.,KNA
100318681,ABM WOODCRAFT LIMITED,BRB
200131114,TC Holdings Limited,KNA
200515831,Combox Technologies LLC,KNA
200136042,OMNIPOTENT TECHNOLOGIES INC.,KNA
200503610,"FINANCIAL SOLUTIONS, LLC",KNA
200108247,MANTON LEISURE LIMITED,KNA
200511819,"Klinedike, LLC",KNA
85015896,KIBAIMA REAL ESTATE N.V.,AW
200127372,White Rose Capital Ltd,KNA
82001054,Glencore Exploration Ltd.,BMU
85032208,ARFINET V.O.F.,AW
30020504,SWEETINGS WHOLESALE LIQUOR LIMITED,BHS
200135111,ALFACOM LTD,KNA
55023022,CPK CORPORATION LIMITED,MLT
200145590,"GLOBAL CAPITAL VENTURES, LTD.",KNA
85027827,MOTO PART EXPRESS,AW
100313581,JAYS INVESTMENT LIMITED,BRB
200510429,"Alpha Lion, LLC",KNA
85004919,SLIM LINE,AW
55005785,MONOLIMA SHIPPING LTD,MLT
101739373,SYNERGIS ADVISORY SERVICES LIMITED,BRB
85033724,VAN DEN BROEK CORPORATION N.V.,AW
55084184,MAYFLOWER PROPERTY & CO,MLT
85046666,REGALITY REALTY ARUBA VBA,AW
82013798,Credit Suisse Administration Services (Cayman) Ltd.,CYM
85040072,LUCHO TOWING SERVICES N.V.,AW
55036341,TRAVA SHIPPING CO. LTD,MLT
55043912,KOSMOS SHIPPING CO. LTD,MLT
55007410,EXPERTECH INDUSTRIAL SERVICES LTD,MLT
200123532,"ABC HOLDINGS, LTD",KNA
200134659,Rig Technical Services Limited,KNA
55045460,ARMADA VOYAGER NINE CO. LTD.,MLT
101512438,VALLEY RECREATION FOREIGN SALES CORPORATION,BRB
200109314,GUARDIAN RESOURCES MANAGEMENT LIMITED,KNA
101720522,EFA LABS (CARIBBEAN) LIMITED,BRB
85005904,REFRESQUERIA INGRID,AW
100620807,EQUUS PROPERTIES LIMITED,BRB
55063584,MAINT LIMITED,MLT
55068499,BIG Feed Ltd,MLT
200802062,MERVEILLEUX FINANCIERE,KNA
55033690,SD HOLDINGS LIMITED,MLT
55025152,SHOAL CREEK LIMITED,MLT
55070382,CONVEY SHIPPING & TRADING AGENCY LTD,MLT
200510819,Panelis LLC,KNA
200115835,CHARLY ACQUISITIONS LIMITED,KNA
100305835,OTW FINE ART LTD.,BRB
200514582,ETI Holdings LLC,KNA
200115980,INTELMEX TRADING LTD.,KNA
55067106,EUROPE INSIDE LTD,MLT
101729721,ESSENTIAL COMMUNICATIONS INC.,BRB
200509869,"CHRISTIANA ENTERPRISES, LLC",KNA
55039215,SIRAGA HOLDING LIMITED,MLT
55034068,THE GROUP CO. LTD,MLT
85018560,LUCKYBIRD ENTERPRISES AVV,AW
82022420,E.T. Company LDC,CYM
85025925,VILLAGE CREEK A.V.V.,AW
55079876,FREE WAYS LIMITED,MLT
55075782,CARBYNE LTD,MLT
200501621,PIONEER PARTNERS LLC,KNA
55073259,GALA HOTELS LIMITED,MLT
101300248,FISHER (BARBADOS) HOLDING SRL,BRB
100325965,PRO E.A.S.T. INVESTMENTS INC.,BRB
200515970,"OHRA Caribe, LLC",KNA
82023619,China Commonwealthy Fund,CYM
30000041,INAGUA SALT COMPANY INC.,BHS
55028373,Metropolis Developments Limited,MLT
101504433,MSC TECHNOLOGIES INTERNATIONAL INC,BRB
200140323,AAF Corp.,KNA
55044344,ARION LIMITED,MLT
200107208,CHEVAL LIMITED,KNA
101714373,DURA (BARBADOS) HOLDING COMPANY LTD.,BRB
200507539,"VAIL ASSOCIATES, LLC",KNA
200146288,Smart Citizen Operations International Inc.,KNA
200117662,"SARA GINA REINSURANCE, LTD.",KNA
55078529,WESTER PRODUCTS LIMITED,MLT
55086036,TAL- PRIM GATT BROTHERS.,MLT
55032957,MIZZI TRANSPORT LTD,MLT
100341105,GLOBAL SUSTAINABLE ENERGY CONSULTANTS LTD.,BRB
82009699,Phoenix Enterprise Holdings Limited,VGB
200126627,Sixty Beta Invest Limited,KNA
55008874,STARFRUIT LIMITED,MLT
200516835,Real Assets LLC,KNA
200804114,WHITTON OFFSHORE TRUST,KNA
85034184,TEMPER PRODUCTIONS A.V.V.(I.L),AW
200100850,NERAIL INTERNATIONAL LTD.,KNA
200111684,PLAYA LINDA LIMITED,KNA
55048583,OST HOLDINGS LIMITED,MLT
101714101,BIOMAX PRODUCT DEVELOPMENTS (BARBADOS) INC.,BRB
200140363,EGRET INTERNATIONAL LTD,KNA
55038124,LIMSJON HOLDING LIMITED,MLT
100340203,LMT SOLUTIONS INC,BRB
85011420,LIONS INVESTMENTS GROUP A.V.V.,AW
55023847,TCS INVESTMENTS LIMITED,MLT
100321062,DEE COUNTRY STOP INC.,BRB
200138734,"Marteau Applied Linguistics, Ltd",KNA
200508874,Triton Rose LLC,KNA
100313766,FENCING & WATERBLASTING SERVICES INC.,BRB
30014839,INTERNATIONAL GUARANTEE COMPANY LIMITED,BHS
55038156,RIO NAVIGATION LTD,MLT
101421148,WEATHERFORD BERMUDA HOLDINGS LTD.,BRB
200517354,FERSON ENTERPRISES LLC,KNA
200504105,"GOSSELIN HOLDINGS, LLC",KNA
82020472,Worldwide Aircraft (Bermuda) Limited,BMU
200127993,SALIAS GROUP LIMITED,KNA
55015771,GORMINA COMPANY LIMITED,MLT
200123011,"FLYNET PICTURES, INC.",KNA
200506487,"KANDELA INTERNATIONAL HOLDINGS, LLC",KNA
200119407,ACD LABS COMPANY,KNA
30017119,GREAT BAHAMIAN MINING DEVELOPMENT LIMITED,BHS
200105859,ROCKFIL INTERNATIONAL S.A.,KNA
55011052,MATRIX HOLDINGS COMPANY LIMITED,MLT
55024512,MAURFRAN LIMITED,MLT
200100540,RUBY HOLDINGS LIMITED,KNA
85040176,MARAVILLA BEAUTY SPA,AW
85023744,DAYBREAK CONTRACTOR,AW
101728921,HEALTHY GLOW SKINCARE INC.,BRB
82009481,The Caroline Ann Trust,BMU
85048508,TRECCA AUTOMOTIVE N.V.,AW
55001742,ROXLAND HOLDINGS LTD,MLT
82007567,Bordeaux Limited,BMU
100904035,GREAT WESTERN ASSURANCE COMPANY LTD.,BRB
200802118,BLUE SPRUCE TRUST,KNA
30016056,FAIROAKES INVESTMENT LIMITED,BHS
200136950,DRENNAN INVESTMENT MANAGEMENT LIMITED,KNA
55074345,MARINE PLANT SOLUTIONS LIMITED,MLT
55054244,CRM Engineering Limited,MLT
30019227,REH DIRECTORS LIMITED,BHS
100330428,DESIGN 2 INC,BRB
100337941,BOLT SOLUTIONS INC.,BRB
55066552,ENOMAQ SERVICE LTD,MLT
200142230,Ravencrest Holdings Ltd.,KNA
55000894,DIAMOND SHIPPING LIMITED,MLT
55058680,LAPSI QUARRY LTD ( D 2559 ),MLT
82002549,Knightsbridge Tankers Limited,BMU
100336690,KEYSTONE CONSULTING SOLUTIONS LIMITED,BRB
100302839,ROBERTSON WARD ASSOCIATES LIMITED,BRB
85008985,INFOCONS INTERNATIONAL N.V.,AW
55040034,RTFX Holding Limited,MLT
200133240,Kappa Holdings Ltd,KNA
55072248,POSH AFFAIRS LIMITED,MLT
30001850,LAND CORPORATION OF BAHAMAS LIMITED,BHS
85014551,WALDENLAKE COMPANY A.V.V.,AW
55083869,SITE MANAGEMENT SYSTEMS LIMITED,MLT
200118697,LAYBROOK LIMITED,KNA
85005269,CAFE CONCERT N.V.,AW
30012510,STONINGTON LIMITED,BHS
85048276,UNIQUE REAL ESTATE & CONSULTANCY,AW
200803426,THE NIGON TRUST,KNA
55083875,Kuba Shipping Limited,MLT
55003780,SPRAY PACK LIMITED,MLT
30022301,TORGAN INVESTMENTS (1977) LIMITED,BHS
30013711,HOPE-ROTHSCHIELD LIMITED,BHS
100338433,SAMAAN TREE INC.,BRB
82013456,"Teresi Investments, Ltd.",VGB
55029521,A.P. Starcom Limited,MLT
200136508,MAIKANUN INVESTMENTS LTD,KNA
100341239,NEIGHBOURHOOD CARE PHARMACY INC,BRB
82008349,Custodial Capital Limited,BMU
85013649,ECO MARKETING CORPORATION A.V.V.,AW
82018438,ZZZ-GLASGOW TRUST,CYM
82009789,TARVILLE INTERNATIONAL LIMITED,VGB
100304445,INSTON DESIGN INCORPORATED,BRB
100320612,CRUCIAL PRODUCTIONS INC.,BRB
55083141,LES TROIS ENFANTS LIMITED (CONVERTED TO C 27401),MLT
85050150,FAST ARUBA TAXI COMPANY,AW
85023195,HOLCOM HOLDING A.V.V. (I.L.),AW
55049767,BRYANSTON LIMITED,MLT
82008417,The Sammy Ofer Foundation,BMU
100323583,A-ONE IMPORTS INC.,BRB
85031432,BIG BROTHER SNACK,AW
101740328,BATHGATE INVESTMENTS INC.,BRB
55027930,Eurotrade International Limited,MLT
55058801,LACFARM LIMITED,MLT
85042946,PANORAMA TOURS,AW
55055686,CAYOTE LIMITED,MLT
200144505,GREEN CORAL SA,KNA
200108857,VAN HALLEN REINSURANCE CORP.,KNA
82010274,Chriseldin Limited,BMU
200514531,Internet Traffic Services LLC,KNA
55084290,P. E. R. & M. SCIBERRAS BALBI.,MLT
30015716,ATLANTEAN LIMITED,BHS
55025594,OREA PROPERTIES LIMITED,MLT
200109904,PROSERITY LANE INC.,KNA
85004358,KHAZANA,AW
100331537,LEE & LEE HOLDINGS INC.,BRB
82020343,"Unitus Seed Fund, LP",CYM
200140551,MAYORCA TRUST COMPANY LIMITED,KNA
30002142,HIGHLAND PARK ESTATES LIMITED,BHS
85038537,1/2 STEP DOWN PRODUCTIONS,AW
200134158,AVERY ASSETS A.G.,KNA
200131817,MONTAGNES HOLDINGS LTD.,KNA
85020225,MORROINVEST A.V.V.,AW
30001009,HILTON LIMITED,BHS
55072617,AMINES GLOBAL SERVICES HOLDINGS LTD,MLT
55011760,BORISCO LIMITED,MLT
30013462,FLORIDA-BAHAMAS LINE LIMITED,BHS
85000926,COSTURERIA LA ELEGANCIA,AW
55023189,IMMORENT INTERNATIONAL LIMITED,MLT
55060321,LIU SUNRISE HOLDINGS LTD,MLT
30017752,COMMUNICATIONS UNLIMITED LIMITED,BHS
200135373,ORION CAPITAL GROUP LTD.,KNA
55056703,M.B. DERMACARE LIMITED,MLT
101730657,BEE TRADING INC.,BRB
200130289,Esta Holding Inc.,KNA
55060788,SEACODE LIMITED,MLT
200517023,Cryptos LLC,KNA
55076386,BRO GLOBAL HOLDINGS LIMITED,MLT
55072573,CENTRU ANIMAZZJONI U KOMUNIKAZZJONI (CAK) LTD,MLT
85024130,STARGATE ARUBA,AW
200106105,MARSEILLE EUROPORT S.A.R.L.,KNA
55037081,Light Projects Limited,MLT
101737105,DINE AWARE LTD.,BRB
200803600,Leeuwin Trust,KNA
200515604,"FRIGATE BAY HOLDINGS, LLC",KNA
65001076,SULLIVAN HALL SAMOA LIMITED,WSM
55043291,HPS LTD,MLT
85032348,TWEAK MEDICAL SUPPLIES A.V.V,AW
101300478,CHINA LOGISTICS HOLDING XV SRL,BRB
55029128,SWIFT BRIGHT INVESTMENTS LTD.,MLT
200516043,MAILO TRUST LLC,KNA
82000119,Bermuda Air Conditioning Limited,BMU
200130732,Cox Milford Reinsurance Limited,KNA
200120104,WINDSOR CAPITAL LTD.,KNA
85000888,PLAYA LIQUOR & BOTTLING COMPANY N.V. - DAKOTA BAR,AW
82024982,KS Charitable Trust,CYM
55025346,SAMALTA HOLDINGS LIMITED,MLT
55078576,HELLAS SHIPPING CO LTD,MLT
85022479,DUFRY ARUBA N.V. - DUFRY ARUBA,AW
101509936,EPIC INTERNATIONAL FSC INC.,BRB
85024370,DELIDORP PLUS N.V. - DELIDORP PLUS,AW
100308437,PELICAN-FREIGHT SERVICES INC.,BRB
200507187,AARON JUDAH INVESTMENTS LLC,KNA
200101627,TRISTAR US-MED LINE LIMITED,KNA
200513020,Goldfish LLC,KNA
55036003,NEMO SHIPPING LTD,MLT
200122647,"SPENCER LAWRENCE, LTD.",KNA
55010318,FIRST FOODS (STORES) LTD,MLT
55016663,MONTE CERVINO LIMITED,MLT
